HS 2007 Product Code,HS 2007 Product Description,ISIC Revision 3 Product Code,ISIC Revision 3 Product Description
600644,"Knitted/crocheted fabrics, n.e.s. in Ch.60, of artificial fibres, printed",1730,Manufacture of knitted and crocheted fabrics and articles
600690,"Knitted/crocheted fabrics, n.e.s. in Ch.60",1730,Manufacture of knitted and crocheted fabrics and articles
610120,"Men's/boys' overcoats, car-coats, capes, cloaks, anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles, knitted/crocheted (excl. of 61.03), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
610130,"Men's/boys' overcoats, car-coats, capes, cloaks, anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles, knitted/crocheted (excl. of 61.03), of man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610190,"Men's/boys' overcoats, car-coats, capes, cloaks, anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles of other textile materials, other than of cotton/man-made fibres, knitted/crocheted, other than those of heading 61.03.",1810,"Manufacture of wearing apparel, except fur apparel"
610210,"Women's/girls' overcoats, car-coats, capes, cloaks, anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles, knitted/crocheted (excl. of 61.04), of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
610220,"Women's/girls' overcoats, car-coats, capes, cloaks, anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles, knitted/crocheted (excl. of 61.04), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
610230,"Women's/girls' overcoats, car-coats, capes, cloaks, anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles, knitted/crocheted (excl. of 61.04), of man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610290,"Women's/girls' overcoats, car-coats, capes, cloaks, anoraks (incl. ski-jackets), wind-cheaters, win-jackets, knitted/crocheted ,of textile materials other than  of wool/fine animal hair/cotton/man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610310,"Men's/boys' suits, knitted/crocheted.",1810,"Manufacture of wearing apparel, except fur apparel"
610322,"Men's/boys' ensembles, knitted/crocheted, of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
610323,"Men's/boys' ensembles, knitted/crocheted, of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610329,"Men's/boys' ensembles, of other textile materials other than of cotton & synthetic fibres, knitted/crocheted.",1810,"Manufacture of wearing apparel, except fur apparel"
610331,"Men's/boys' ensembles, knitted/crocheted, of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
610332,"Men's/boys' jackets & blazers, knitted/crocheted, of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
610333,"Men's/boys' jackets & blazers, knitted/crocheted, of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610339,"Men's/boys' jackets & blazers, knitted/crocheted, of other textile materials (excl. of 6103.31-6103.33)",1810,"Manufacture of wearing apparel, except fur apparel"
610341,"Men's/boys' trousers, bib & brace overalls, breeches & shorts (excl. swimwear), knitted/crocheted, of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
610342,"Men's/boys' trousers, bib & brace overalls, breeches & shorts (excl. swimwear), knitted/crocheted, of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
610343,"Men's/boys' trousers, bib & brace overalls, breeches & shorts (excl. swimwear), knitted/crocheted, of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610349,"Men's/boys' trousers, bib & brace overalls, breeches & shorts (excl. swimwear), knitted/crocheted, of other textile materials (excl. of 6103.41-6103.43)",1810,"Manufacture of wearing apparel, except fur apparel"
610413,"Women's/girls' suits, knitted/crocheted, of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610419,"Women's/girls' suits, of other textile materials other than of synthetic fibres, knitted/crocheted.",1810,"Manufacture of wearing apparel, except fur apparel"
610422,"Women's/girls' ensembles, knitted/crocheted, of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
610423,"Women's/girls' ensembles, knitted/crocheted, of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610429,"Women's/girls' ensembles of other textile materials, other than of cotton/synthetic fibres, knitted/crocheted.",1810,"Manufacture of wearing apparel, except fur apparel"
610431,"Women's/girls' jackets & blazers, knitted/crocheted, of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
610432,"Women's/girls' jackets & blazers, knitted/crocheted, of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
610433,"Women's/girls' jackets & blazers, knitted/crocheted, of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610439,"Women's/girls' jackets & blazers, knitted/crocheted, of textile materials other than wool/fine animal hair/cotton/synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610441,"Women's/girls' dresses, knitted/crocheted, of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
610442,"Women's/girls' dresses, knitted/crocheted, of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
610443,"Women's/girls' dresses, knitted/crocheted, of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610444,"Women's/girls' dresses, knitted/crocheted, of artificial fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610449,"Women's/girls' dresses, knitted/crocheted, of textile materials other than wool/fine animal hair/cotton/synthetic fibres/artificial fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610451,"Women's/girls' skirts & divided skirts, knitted/crocheted, of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
610452,"Women's/girls' skirts & divided skirts, knitted/crocheted, of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
610453,"Women's/girls' skirts & divided skirts, knitted/crocheted, of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610459,"Women's/girls' skirts & divided skirts, knitted/crocheted, of textile materials other than wool/fine animal hair/cotton/synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610461,"Women's/girls' trousers, bib & brace overalls, breeches & shorts (excl. swimwear), knitted/crocheted, of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
610462,"Women's/girls' trousers, bib & brace overalls, breeches & shorts (excl. swimwear), knitted/crocheted, of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
610463,"Women's/girls' trousers, bib & brace overalls, breeches & shorts (excl. swimwear), knitted/crocheted, of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610469,"Women's/girls' trousers, bib & brace overalls, breeches & shorts (excl. swimwear), knitted/crocheted, of textile materials other than wool/fine animal hair/cotton/synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610510,"Men's/boys' shirts, knitted/crocheted, of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
610520,"Men's/boys' shirts, knitted/crocheted, of man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610590,"Men's/boys' shirts, knitted/crocheted, of other textile materials (excl. of cotton/man-made fibres)",1810,"Manufacture of wearing apparel, except fur apparel"
610610,"Women's/girls' blouses, shirts & shirt-blouses, knitted/crocheted, of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
610620,"Women's/girls' blouses, shirts & shirt-blouses, knitted/crocheted, of man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610690,"Women's/girls' blouses, shirts & shirt-blouses, knitted/crocheted, of textile materials other than cotton/man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610711,"Men's/boys' underpants & briefs, knitted/crocheted, of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
610712,"Men's/boys' underpants & briefs, knitted/crocheted, of man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610719,"Men's/boys' underpants & briefs, knitted/crocheted, of other textile materials (excl. of cotton/man-made fibres)",1810,"Manufacture of wearing apparel, except fur apparel"
610721,"Men's/boys' nightshirts & pyjamas, knitted/crocheted, of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
610722,"Men's/boys' nightshirts & pyjamas, knitted/crocheted, of man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610729,"Men's/boys' nightshirts & pyjamas, knitted/crocheted, of other textile materials (excl. of cotton/man-made fibres)",1810,"Manufacture of wearing apparel, except fur apparel"
610791,"Men's/boys' bathrobes, dressing gowns & similar articles, knitted/crocheted, of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
610799,"Men's/boys' bathrobes, dressing gowns & similar articles, of other textile materials, not of cotton, knitted/crocheted.",1810,"Manufacture of wearing apparel, except fur apparel"
610811,"Women's/girls' slips & petticoats, knitted/crocheted, of man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610819,"Women's/girls' slips & petticoats, knitted/crocheted, of textile materials other than man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610821,"Women's/girls' briefs & panties, knitted/crocheted, of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
610822,"Women's/girls' briefs & panties, knitted/crocheted, of man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610829,"Women's/girls' briefs & panties, knitted/crocheted, of textile materials other than cotton/man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610831,"Women's/girls' nightdresses & pyjamas, knitted/crocheted, of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
610832,"Women's/girls' nightdresses & pyjamas, knitted/crocheted, of man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610839,"Women's/girls' nightdresses & pyjamas, knitted/crocheted, of textile materials other than cotton/man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610891,"Women's/girls' nTgligTs, bathrobes, dressing gowns & similar articles, knitted/crocheted, of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
610892,"Women's/girls' nTgligTs, bathrobes, dressing gowns & similar articles, knitted/crocheted, of man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610899,"Women's/girls' nTgligTs, bathrobes, dressing gowns & similar articles, knitted/crocheted, of textile materials other than cotton/man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
610910,"T-shirts, singlets & other vests, knitted/crocheted, of cotton",1730,Manufacture of knitted and crocheted fabrics and articles
610990,"T-shirts, singlets & other vests, knitted/crocheted, other than of cotton",1730,Manufacture of knitted and crocheted fabrics and articles
611011,"Jerseys, pullovers, cardigans, waist-coats & similar articles, knitted/crocheted, of wool",1730,Manufacture of knitted and crocheted fabrics and articles
611012,"Jerseys, pullovers, cardigans, waist-coats & similar articles, knitted/crocheted, of Kashmir (cashmere) goats",1730,Manufacture of knitted and crocheted fabrics and articles
611019,"Jerseys, pullovers, cardigans, waist-coats & similar articles, knitted/crocheted, of fine animal hair other than of Kashmir (cashmere) goats",1730,Manufacture of knitted and crocheted fabrics and articles
611020,"Jerseys, pullovers, cardigans, waist-coats & similar articles, knitted/crocheted, of cotton",1730,Manufacture of knitted and crocheted fabrics and articles
611030,"Jerseys, pullovers, cardigans, waist-coats & similar articles, knitted/crocheted, of man-made fibres",1730,Manufacture of knitted and crocheted fabrics and articles
611090,"Jerseys, pullovers, cardigans, waist-coats & similar articles, knitted/crocheted, of textile materials other than wool/Kashmir/other fine animal hair/cotton/man-made fibres",1730,Manufacture of knitted and crocheted fabrics and articles
611120,"Babies' garments & clothing accessories, knitted/crocheted, of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
611130,"Babies' garments & clothing accessories, knitted/crocheted, of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
611190,"Babies' garments & clothing accessories, of other textile materials, other than of cotton/synthetic fibres, knitted/crocheted.",1810,"Manufacture of wearing apparel, except fur apparel"
611211,"Track suits, knitted/crocheted, of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
611212,"Track suits, knitted/crocheted, of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
611219,"Track suits, knitted/crocheted, of textile materials other than of cotton/synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
611220,"Ski suits, knitted/crocheted",1810,"Manufacture of wearing apparel, except fur apparel"
611231,"Men's/boys' swimwear, knitted/crocheted, of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
611239,"Men's/boys' swimwear, knitted/crocheted, of other textile materials (excl. of synthetic fibres)",1810,"Manufacture of wearing apparel, except fur apparel"
611241,"Women's/girls' swimwear, knitted/crocheted, of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
611249,"Women's/girls' swimwear, knitted/crocheted, of textile materials other than synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
611300,Garments made up of knitted/crocheted fabrics of 59.03/59.06/59.07,1810,"Manufacture of wearing apparel, except fur apparel"
611420,"Garments, n.e.s., knitted/crocheted, of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
611430,"Garments, n.e.s., knitted/crocheted, of man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
611490,"Other garments, n.e.s., of other textile materials, other than of cotton/man-made fibres, knitted/crocheted.",1810,"Manufacture of wearing apparel, except fur apparel"
611510,"Graduated compression hosiery (eg. stockings for varicose veins) & footwear without applied soles, knitted/crocheted.",1730,Manufacture of knitted and crocheted fabrics and articles
611521,"Panty hose, tights, stockings, socks & other hosiery, & footwear without applied soles, of synthetic fibres, measuring per single yarn less than 67 decitex, knitted/crocheted.",1730,Manufacture of knitted and crocheted fabrics and articles
611522,"Panty hose, tights, stockings, socks & other hosiery, & footwear without applied soles, of synthetic fibres, measuring per single yarn 67 decitex/more, knitted/crocheted.",1730,Manufacture of knitted and crocheted fabrics and articles
611529,"Panty hose, tights, stockings, socks & other hosiery, & footwear without applied soles, of other textile materials, other than of synthetic fibres, knitted/crocheted.",1730,Manufacture of knitted and crocheted fabrics and articles
611530,"Other women's full-length/knee-length hosiery, measuring per single yarn less than 67 decitex, knitted/crocheted.",1730,Manufacture of knitted and crocheted fabrics and articles
611594,"Other n.e.s. in 61.15, knitted/crocheted, of wool/fine animal hair.",1730,Manufacture of knitted and crocheted fabrics and articles
611595,"Other n.e.s. in 61.15, knitted/crocheted, of cotton.",1730,Manufacture of knitted and crocheted fabrics and articles
611596,"Other n.e.s. in 61.15, knitted/crocheted, of synthetic fibres.",1730,Manufacture of knitted and crocheted fabrics and articles
611599,"Other n.e.s. in 61.15, knitted/crocheted, of other textile materials.",1730,Manufacture of knitted and crocheted fabrics and articles
611610,"Gloves, mittens & mitts, knitted/crocheted, impregnated/coated/covered with plastics/rubber",1810,"Manufacture of wearing apparel, except fur apparel"
611691,"Gloves, mittens & mitts, knitted/crocheted, other than those impregnated/coated/covered with plastics/rubber, of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
611692,"Gloves, mittens & mitts, knitted/crocheted, other than those impregnated/coated/covered with plastics/rubber, of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
611693,"Gloves, mittens & mitts, knitted/crocheted, other than those impregnated/coated/covered with plastics/rubber, of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
611699,"Gloves, mittens & mitts, knitted/crocheted, other than those impregnated/coated/covered with plastics/rubber, of textile materials other than wool/fine animal hair/cotton/synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
611710,"Shawls, scarves, mufflers, mantillas, veils & the like, knitted/crocheted",1810,"Manufacture of wearing apparel, except fur apparel"
611780,"Other made up clothing accessories, other than shawls/scarve/mufflers/mantillas/veils, knitted/crocheted; ",1810,"Manufacture of wearing apparel, except fur apparel"
611790,knitted/crocheted parts of garments/clothing accessories,1810,"Manufacture of wearing apparel, except fur apparel"
620111,"Men's/boys overcoats, raincoats, car coats, capes, cloaks & similar articles (excl. of 62.03), of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
620112,"Men's/boys overcoats, raincoats, car coats, capes, cloaks & similar articles (excl. of 62.03), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620113,"Men's/boys overcoats, raincoats, car coats, capes, cloaks & similar articles (excl. of 62.03), of man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620119,"Men's/boys overcoats, raincoats, car coats, capes, cloaks & similar articles (excl. of 62.03), of other textile materials (excl. of 6201.11-6201.13)",1810,"Manufacture of wearing apparel, except fur apparel"
620191,"Men's/boys', anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles (excl. of 62.03), of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
620192,"Men's/boys', anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles (excl. of 62.03), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620193,"Men's/boys', anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles (excl. of 62.03), of man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620199,"Men's/boys', anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles (excl. of 62.03), of other textile materials (excl. of 6201.91-6201.93)",1810,"Manufacture of wearing apparel, except fur apparel"
620211,"Women's/girls' overcoats, raincoats, car-coats, capes, cloaks & similar articles, of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
620212,"Women's/girls' overcoats, raincoats, car-coats, capes, cloaks & similar articles, of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620213,"Women's/girls' overcoats, raincoats, car-coats, capes, cloaks & similar articles, of man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620219,"Women's/girls' overcoats, raincoats, car-coats, capes, cloaks & similar articles, of textile materials other than wool/fine animal hair/cotton/man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620291,"Women's/girls' anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles (excl. of 62.04), of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
620292,"Women's/girls' anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles (excl. of 62.04), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620293,"Women's/girls' anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles (excl. of 62.04), of man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620299,"Women's/girls' anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles (excl. of 62.04), of textile materials other than wool/fine animal hair/cotton/man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620311,"Men's/boys' suits (excl. knitted/crocheted), of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
620312,"Men's/boys' suits (excl. knitted/crocheted), of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620319,"Men's/boys' suits (excl. knitted/crocheted), of other textile materials (excl. of wool/fine animal hair/synthetic fibres)",1810,"Manufacture of wearing apparel, except fur apparel"
620322,"Men's/boys' ensembles (excl. knitted/crocheted), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620323,"Men's/boys' ensembles (excl. knitted/crocheted), of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620329,"Men's/boys' ensembles (excl. knitted/crocheted), of other textile materials, other than of synthetic fibres/cotton.",1810,"Manufacture of wearing apparel, except fur apparel"
620331,"Men's/boys' jackets & blazers (excl. knitted/crocheted), of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
620332,"Men's/boys' jackets & blazers (excl. knitted/crocheted), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620333,"Men's/boys' jackets & blazers (excl. knitted/crocheted), of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620339,"Men's/boys' jackets & blazers (excl. knitted/crocheted), of other textile materials (excl. of 6203.31-6203.33)",1810,"Manufacture of wearing apparel, except fur apparel"
620341,"Men's/boys' trousers, bib & brace overalls, breeches & shorts (excl. swimwear; excl. knitted/crocheted), of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
620342,"Men's/boys' trousers, bib & brace overalls, breeches & shorts (excl. swimwear; excl. knitted/crocheted), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620343,"Men's/boys' trousers, bib & brace overalls, breeches & shorts (excl. swimwear; excl. knitted/crocheted), of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620349,"Men's/boys' trousers, bib & brace overalls, breeches & shorts (excl. swimwear; excl. knitted/crocheted), of other textile materials (excl. of 6203.41-6203.43)",1810,"Manufacture of wearing apparel, except fur apparel"
620411,"Women's/girls' suits (excl. knitted/crocheted), of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
620412,"Women's/girls' suits (excl. knitted/crocheted), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620413,"Women's/girls' suits (excl. knitted/crocheted), of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620419,"Women's/girls' suits (excl. knitted/crocheted), of textile materials other than wool/fine animal hair/cotton/synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620421,"Women's/girls' ensembles (excl. knitted/crocheted), of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
620422,"Women's/girls' ensembles (excl. knitted/crocheted), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620423,"Women's/girls' ensembles (excl. knitted/crocheted), of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620429,"Women's/girls' ensembles (excl. knitted/crocheted), of textile materials other than wool/fine animal hair/cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620431,"Women's/girls' jackets & blazers (excl. knitted/crocheted), of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
620432,"Women's/girls' jackets & blazers (excl. knitted/crocheted), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620433,"Women's/girls' jackets & blazers (excl. knitted/crocheted), of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620439,"Women's/girls' jackets & blazers (excl. knitted/crocheted), of textile materials other than wool/fine animal hair/cotton/synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620441,"Women's/girls' dresses (excl. knitted/crocheted), of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
620442,"Women's/girls' dresses (excl. knitted/crocheted), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620443,"Women's/girls' dresses (excl. knitted/crocheted), of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620444,"Women's/girls' dresses (excl. knitted/crocheted), of artificial fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620449,"Women's/girls' dresses (excl. knitted/crocheted), of textile materials other than wool/fine animal hair/cotton/synthetic fibres/artificial fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620451,"Women's/girls' skirts & divided skirts (excl. knitted/crocheted), of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
620452,"Women's/girls' skirts & divided skirts (excl. knitted/crocheted), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620453,"Women's/girls' skirts & divided skirts (excl. knitted/crocheted), of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620459,"Women's/girls' skirts & divided skirts (excl. knitted/crocheted), of textile materials other than wool/fine animal hair/cotton/synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620461,"Women's/girls', trousers, bib & brace overalls, breeches & shorts (excl. swimwear; excl. knitted/crocheted), of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
620462,"Women's/girls', trousers, bib & brace overalls, breeches & shorts (excl. swimwear; excl. knitted/crocheted), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620463,"Women's/girls', trousers, bib & brace overalls, breeches & shorts (excl. swimwear; excl. knitted/crocheted), of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620469,"Women's/girls', trousers, bib & brace overalls, breeches & shorts (excl. swimwear; excl. knitted/crocheted), of textile materials other than wool/fine animal hair/cotton/synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620520,"Men's/boys' shirts (excl. knitted/crocheted), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620530,"Men's/boys' shirts (excl. knitted/crocheted), of man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620590,"Men's/boys' shirts (exclud. knitted/crocheted), of other textile materials, other than of cotton/man-made fibres.",1810,"Manufacture of wearing apparel, except fur apparel"
620610,"Women's/girls' blouses, shirts & shirt-blouses (excl. knitted/crocheted), of silk/silk waste",1810,"Manufacture of wearing apparel, except fur apparel"
620620,"Women's/girls' blouses, shirts & shirt-blouses (excl. knitted/crocheted), of wool/fine animal hair",1810,"Manufacture of wearing apparel, except fur apparel"
620630,"Women's/girls' blouses, shirts & shirt-blouses (excl. knitted/crocheted), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620640,"Women's/girls' blouses, shirts & shirt-blouses (excl. knitted/crocheted), of man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620690,"Women's/girls' blouses, shirts & shirt-blouses (excl. knitted/crocheted), of textile materials other than silk/silk waste/wool/fine animal hair/cotton/man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620711,"Men's/boys' underpants & briefs (excl. knitted/crocheted), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620719,"Men's/boys' underpants & briefs (excl. knitted/crocheted), of other textile materials (excl. of cotton)",1810,"Manufacture of wearing apparel, except fur apparel"
620721,"Men's/boys' nightshirts & pyjamas (excl. knitted/crocheted), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620722,"Men's/boys' nightshirts & pyjamas (excl. knitted/crocheted), of man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620729,"Men's/boys' nightshirts & pyjamas (excl. knitted/crocheted), of other textile materials (excl. of cotton/man-made fibres)",1810,"Manufacture of wearing apparel, except fur apparel"
620791,"Men's/boys' singlets & other vests, bathrobes, dressing gowns & similar articles (excl. knitted/crocheted), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620799,"Men's/boys' singlets & other vests, bathrobes, dressing gowns & similar articles (excl. knitted/crocheted), of other textil materials, not of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620811,"Women's/girls' slips & petticoats (excl. knitted/crocheted), of man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620819,"Women's/girls' slips & petticoats (excl. knitted/crocheted), of textile materials other than man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620821,"Women's/girls' nightdresses & pyjamas (excl. knitted/crocheted), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620822,"Women's/girls' nightdresses & pyjamas (excl. knitted/crocheted), of man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620829,"Women's/girls' nightdresses & pyjamas (excl. knitted/crocheted), of textile materials other than cotton/man-made fibrs",1810,"Manufacture of wearing apparel, except fur apparel"
620891,"Women's/girls' singlets & other vests, briefs, panties, nTgligTs, bathrobes, dressing gowns & similar articles (excl. of 3208.11-3208.29; excl. knitted/crocheted), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620892,"Women's/girls' singlets & other vests, briefs, panties, nTgligTs, bathrobes, dressing gowns & similar articles (excl. of 3208.11-3208.29; excl. knitted/crocheted), of man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620899,"Women's/girls' singlets & other vests, briefs, panties, nTgligTs, bathrobes, dressing gowns & similar articles (excl. of 3208.11-3208.29; excl. knitted/crocheted),of textile materialsother than cotton/man-made fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620920,"Babies' garments & clothing accessories (excl. knitted/crocheted), of cotton",1810,"Manufacture of wearing apparel, except fur apparel"
620930,"Babies' garments & clothing accessories (excl. knitted/crocheted), of synthetic fibres",1810,"Manufacture of wearing apparel, except fur apparel"
620990,"Babies' garments & clothing accessories (excl. knitted/crocheted), of other textile materials, other than of synthetic Fibres/cotton.",1810,"Manufacture of wearing apparel, except fur apparel"
