Entity,Code,Year,Continent,Date,Total confirmed deaths due to COVID-19 per million people,"Daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned)"
Germany,DEU,,,2020-08-27,110.88,0.04629
Germany,DEU,,,2020-08-28,110.88,0.04114
Germany,DEU,,,2020-08-29,110.988,0.04614
Germany,DEU,,,2020-08-30,111,0.04271
Germany,DEU,,,2020-08-31,111.036,0.04614
Germany,DEU,,,2020-09-01,111.083,0.04443
Germany,DEU,,,2020-09-02,111.262,0.06314
Germany,DEU,,,2020-09-03,111.262,0.05457
Germany,DEU,,,2020-09-04,111.322,0.06314
Germany,DEU,,,2020-09-05,111.346,0.05129
Germany,DEU,,,2020-09-06,111.358,0.05129
Germany,DEU,,,2020-09-07,111.37,0.04786
Germany,DEU,,,2020-09-08,111.429,0.04957
Germany,DEU,,,2020-09-09,111.501,0.03429
Germany,DEU,,,2020-09-10,111.537,0.03943
Germany,DEU,,,2020-09-11,111.573,0.036
Germany,DEU,,,2020-09-12,111.62,0.03943
Germany,DEU,,,2020-09-13,111.644,0.04114
Germany,DEU,,,2020-09-14,111.668,0.04286
Germany,DEU,,,2020-09-15,111.799,0.053
Germany,DEU,,,2020-09-16,111.871,0.053
Germany,DEU,,,2020-09-17,111.907,0.053
Germany,DEU,,,2020-09-18,112.026,0.06486
Germany,DEU,,,2020-09-19,112.05,0.06143
Germany,DEU,,,2020-09-20,112.074,0.06143
Germany,DEU,,,2020-09-21,112.074,0.058
Germany,DEU,,,2020-09-22,112.253,0.06486
Germany,DEU,,,2020-09-23,112.468,0.08529
Germany,DEU,,,2020-09-24,112.623,0.10229
Germany,DEU,,,2020-09-25,112.802,0.11086
Germany,DEU,,,2020-09-26,112.898,0.121
Germany,DEU,,,2020-09-27,112.957,0.12614
Germany,DEU,,,2020-09-28,113.005,0.133
Germany,DEU,,,2020-09-29,113.184,0.133
Germany,DEU,,,2020-09-30,113.327,0.12271
Germany,DEU,,,2020-10-01,113.494,0.12443
Germany,DEU,,,2020-10-02,113.602,0.11414
Germany,DEU,,,2020-10-03,113.757,0.12271
Germany,DEU,,,2020-10-04,113.781,0.11757
Germany,DEU,,,2020-10-05,114.031,0.14657
Germany,DEU,,,2020-10-06,114.175,0.14143
Germany,DEU,,,2020-10-07,114.366,0.14829
Germany,DEU,,,2020-10-08,114.509,0.14486
Germany,DEU,,,2020-10-09,114.568,0.13814
Germany,DEU,,,2020-10-10,114.819,0.15186
Germany,DEU,,,2020-10-11,114.891,0.15871
Germany,DEU,,,2020-10-12,115.058,0.14671
Germany,DEU,,,2020-10-13,115.559,0.19786
Germany,DEU,,,2020-10-14,115.965,0.22857
Germany,DEU,,,2020-10-15,116.239,0.24743
Germany,DEU,,,2020-10-16,116.645,0.29686
Germany,DEU,,,2020-10-17,116.788,0.28143
Germany,DEU,,,2020-10-18,116.944,0.29329
Germany,DEU,,,2020-10-19,117.469,0.34443
Germany,DEU,,,2020-10-20,117.946,0.341
Germany,DEU,,,2020-10-21,118.292,0.33243
Germany,DEU,,,2020-10-22,118.877,0.37671
Germany,DEU,,,2020-10-23,119.092,0.34943
Germany,DEU,,,2020-10-24,119.772,0.42614
Germany,DEU,,,2020-10-25,120.095,0.45
Germany,DEU,,,2020-10-26,120.441,0.42443
Germany,DEU,,,2020-10-27,120.799,0.40743
Germany,DEU,,,2020-10-28,121.957,0.52343
Germany,DEU,,,2020-10-29,122.995,0.58814
Germany,DEU,,,2020-10-30,124.021,0.704
Germany,DEU,,,2020-10-31,125.119,0.76371
Germany,DEU,,,2020-11-01,125.478,0.76886
Germany,DEU,,,2020-11-02,127.339,0.98543
Germany,DEU,,,2020-11-03,127.912,1.01614
Germany,DEU,,,2020-11-04,130.681,1.24629
Germany,DEU,,,2020-11-05,132.603,1.37257
Germany,DEU,,,2020-11-06,134.155,1.44771
Germany,DEU,,,2020-11-07,134.942,1.40343
Germany,DEU,,,2020-11-08,135.73,1.46486
Germany,DEU,,,2020-11-09,136.16,1.26029
Germany,DEU,,,2020-11-10,140.612,1.81443
Germany,DEU,,,2020-11-11,143.154,1.782
Germany,DEU,,,2020-11-12,145.804,1.886
Germany,DEU,,,2020-11-13,148.047,1.98486
Germany,DEU,,,2020-11-14,149.325,2.05471
Germany,DEU,,,2020-11-15,150.065,2.04786
Germany,DEU,,,2020-11-16,153.168,2.42971
Germany,DEU,,,2020-11-17,156.808,2.31371
Germany,DEU,,,2020-11-18,159.816,2.38029
Germany,DEU,,,2020-11-19,163.062,2.46543
Germany,DEU,,,2020-11-20,166.118,2.58129
Germany,DEU,,,2020-11-21,167.825,2.64271
Germany,DEU,,,2020-11-22,168.994,2.70414
Germany,DEU,,,2020-11-23,172.587,2.77414
Germany,DEU,,,2020-11-24,177.027,2.88843
Germany,DEU,,,2020-11-25,181.538,3.10329
Germany,DEU,,,2020-11-26,186.671,3.37271
Germany,DEU,,,2020-11-27,191.099,3.56886
Germany,DEU,,,2020-11-28,193.128,3.61486
Germany,DEU,,,2020-11-29,194.62,3.66086
Germany,DEU,,,2020-11-30,199.251,3.80914
Germany,DEU,,,2020-12-01,205.015,3.99843
Germany,DEU,,,2020-12-02,210.768,4.17571
Germany,DEU,,,2020-12-03,215.996,4.18943
Germany,DEU,,,2020-12-04,221.725,4.37529
Germany,DEU,,,2020-12-05,224.852,4.53214
Germany,DEU,,,2020-12-06,226.642,4.57471
Germany,DEU,,,2020-12-07,231.954,4.67186
Germany,DEU,,,2020-12-08,238.733,4.81671
Germany,DEU,,,2020-12-09,244.2,4.77571
Germany,DEU,,,2020-12-10,251.409,5.05871
Germany,DEU,,,2020-12-11,257.412,5.098
Germany,DEU,,,2020-12-12,261.387,5.21914
Germany,DEU,,,2020-12-13,263.845,5.31471
Germany,DEU,,,2020-12-14,270.147,5.45629
Germany,DEU,,,2020-12-15,281.008,6.03943
Germany,DEU,,,2020-12-16,289.709,6.50157
Germany,DEU,,,2020-12-17,298.709,6.75729
Germany,DEU,,,2020-12-18,307.386,7.13914
Germany,DEU,,,2020-12-19,312.363,7.28229
Germany,DEU,,,2020-12-20,315.096,7.32143
Germany,DEU,,,2020-12-21,323.57,7.63171
Germany,DEU,,,2020-12-22,335.339,7.76129
Germany,DEU,,,2020-12-23,345.042,7.90457
Germany,DEU,,,2020-12-24,350.067,7.33686
Germany,DEU,,,2020-12-25,353.051,6.52357
Germany,DEU,,,2020-12-26,357.419,6.43657
Germany,DEU,,,2020-12-27,361.609,6.64457
Germany,DEU,,,2020-12-28,371.73,6.87986
Germany,DEU,,,2020-12-29,385.122,7.11186
Germany,DEU,,,2020-12-30,396.615,7.36757
Germany,DEU,,,2020-12-31,403.311,7.60629
Germany,DEU,,,2021-01-01,407.536,7.78357
Germany,DEU,,,2021-01-02,411.535,7.73071
Germany,DEU,,,2021-01-03,415.247,7.66257
Germany,DEU,,,2021-01-04,426.669,7.84843
Germany,DEU,,,2021-01-05,438.712,7.65571
Germany,DEU,,,2021-01-06,451.578,7.85171
Germany,DEU,,,2021-01-07,465.328,8.85943
Germany,DEU,,,2021-01-08,477.681,10.02057
Germany,DEU,,,2021-01-09,484.544,10.42986
Germany,DEU,,,2021-01-10,488.59,10.47757
Germany,DEU,,,2021-01-11,498.89,10.31729
Germany,DEU,,,2021-01-12,511.9,10.45543
Germany,DEU,,,2021-01-13,526.306,10.67543
Germany,DEU,,,2021-01-14,539.566,10.60543
Germany,DEU,,,2021-01-15,545.51,9.68986
Germany,DEU,,,2021-01-16,554.569,10.00357
Germany,DEU,,,2021-01-17,559.785,10.17071
Germany,DEU,,,2021-01-18,564.106,9.31657
Germany,DEU,,,2021-01-19,584.802,10.41457
Ghana,GHA,2015,Africa,,,
Ghana,GHA,,,2020-03-21,0.032,
Ghana,GHA,,,2020-03-22,0.032,
Ghana,GHA,,,2020-03-23,0.064,0.02133
Ghana,GHA,,,2020-03-24,0.064,0.016
Ghana,GHA,,,2020-03-25,0.129,0.0256
Ghana,GHA,,,2020-03-26,0.129,0.02133
Ghana,GHA,,,2020-03-27,0.129,0.01829
Ghana,GHA,,,2020-03-28,0.161,0.01829
Ghana,GHA,,,2020-03-29,0.161,0.01829
Ghana,GHA,,,2020-03-30,0.161,0.01371
Ghana,GHA,,,2020-03-31,0.161,0.01371
Ghana,GHA,,,2020-04-01,0.161,0.00457
Ghana,GHA,,,2020-04-02,0.161,0.00457
Ghana,GHA,,,2020-04-03,0.161,0.00457
Ghana,GHA,,,2020-04-04,0.161,0
Ghana,GHA,,,2020-04-05,0.161,0
Ghana,GHA,,,2020-04-06,0.161,0
Ghana,GHA,,,2020-04-07,0.161,0
Ghana,GHA,,,2020-04-08,0.193,0.00457
Ghana,GHA,,,2020-04-09,0.193,0.00457
Ghana,GHA,,,2020-04-10,0.193,0.00457
Ghana,GHA,,,2020-04-11,0.257,0.01371
Ghana,GHA,,,2020-04-12,0.257,0.01371
Ghana,GHA,,,2020-04-13,0.257,0.01371
Ghana,GHA,,,2020-04-14,0.257,0.01371
Ghana,GHA,,,2020-04-15,0.257,0.00914
Ghana,GHA,,,2020-04-16,0.257,0.00914
Ghana,GHA,,,2020-04-17,0.257,0.00914
Ghana,GHA,,,2020-04-18,0.29,0.00457
Ghana,GHA,,,2020-04-19,0.29,0.00457
Ghana,GHA,,,2020-04-20,0.29,0.00457
Ghana,GHA,,,2020-04-21,0.29,0.00457
Ghana,GHA,,,2020-04-22,0.29,0.00457
Ghana,GHA,,,2020-04-23,0.29,0.00457
Ghana,GHA,,,2020-04-24,0.322,0.00914
Ghana,GHA,,,2020-04-25,0.322,0.00457
Ghana,GHA,,,2020-04-26,0.354,0.00914
Ghana,GHA,,,2020-04-27,0.354,0.00914
Ghana,GHA,,,2020-04-28,0.515,0.03214
Ghana,GHA,,,2020-04-29,0.515,0.03214
Ghana,GHA,,,2020-04-30,0.547,0.03671
Ghana,GHA,,,2020-05-01,0.547,0.03214
Ghana,GHA,,,2020-05-02,0.579,0.03671
Ghana,GHA,,,2020-05-03,0.579,0.03214
Ghana,GHA,,,2020-05-04,0.579,0.03214
Ghana,GHA,,,2020-05-05,0.579,0.00914
Ghana,GHA,,,2020-05-06,0.579,0.00914
Ghana,GHA,,,2020-05-07,0.579,0.00457
Ghana,GHA,,,2020-05-08,0.579,0.00457
Ghana,GHA,,,2020-05-09,0.708,0.01843
Ghana,GHA,,,2020-05-10,0.708,0.01843
Ghana,GHA,,,2020-05-11,0.708,0.01843
Ghana,GHA,,,2020-05-12,0.708,0.01843
Ghana,GHA,,,2020-05-13,0.772,0.02757
Ghana,GHA,,,2020-05-14,0.772,0.02757
Ghana,GHA,,,2020-05-15,0.901,0.046
Ghana,GHA,,,2020-05-16,0.933,0.03214
Ghana,GHA,,,2020-05-17,0.933,0.03214
Ghana,GHA,,,2020-05-18,0.933,0.03214
Ghana,GHA,,,2020-05-19,0.998,0.04129
Ghana,GHA,,,2020-05-20,0.998,0.03214
Ghana,GHA,,,2020-05-21,0.998,0.03214
Ghana,GHA,,,2020-05-22,0.998,0.01371
Ghana,GHA,,,2020-05-23,0.998,0.00914
Ghana,GHA,,,2020-05-24,1.03,0.01371
Ghana,GHA,,,2020-05-25,1.03,0.01371
Ghana,GHA,,,2020-05-26,1.094,0.01371
Ghana,GHA,,,2020-05-27,1.094,0.01371
Ghana,GHA,,,2020-05-28,1.094,0.01371
Ghana,GHA,,,2020-05-29,1.094,0.01371
Ghana,GHA,,,2020-05-30,1.126,0.01829
Ghana,GHA,,,2020-05-31,1.159,0.01829
Ghana,GHA,,,2020-06-01,1.159,0.01829
Ghana,GHA,,,2020-06-02,1.223,0.01829
Ghana,GHA,,,2020-06-03,1.223,0.01829
Ghana,GHA,,,2020-06-04,1.223,0.01829
Ghana,GHA,,,2020-06-05,1.352,0.03671
Ghana,GHA,,,2020-06-06,1.416,0.04129
Ghana,GHA,,,2020-06-07,1.416,0.03671
Ghana,GHA,,,2020-06-08,1.545,0.05514
Ghana,GHA,,,2020-06-09,1.545,0.046
Ghana,GHA,,,2020-06-10,1.545,0.046
Ghana,GHA,,,2020-06-11,1.545,0.046
Ghana,GHA,,,2020-06-12,1.545,0.02757
Ghana,GHA,,,2020-06-13,1.545,0.01843
Ghana,GHA,,,2020-06-14,1.738,0.046
Ghana,GHA,,,2020-06-15,1.738,0.02757
Ghana,GHA,,,2020-06-16,1.867,0.046
Ghana,GHA,,,2020-06-17,2.124,0.08271
Ghana,GHA,,,2020-06-18,2.124,0.08271
Ghana,GHA,,,2020-06-19,2.253,0.10114
Ghana,GHA,,,2020-06-20,2.735,0.17014
Ghana,GHA,,,2020-06-21,2.735,0.14257
Ghana,GHA,,,2020-06-22,2.735,0.14257
Ghana,GHA,,,2020-06-23,3.057,0.17014
Ghana,GHA,,,2020-06-24,3.057,0.13343
Ghana,GHA,,,2020-06-25,3.057,0.13343
Ghana,GHA,,,2020-06-26,3.315,0.15171
Ghana,GHA,,,2020-06-27,3.315,0.08271
Ghana,GHA,,,2020-06-28,3.604,0.12414
Ghana,GHA,,,2020-06-29,3.604,0.12414
Ghana,GHA,,,2020-06-30,3.604,0.07814
Ghana,GHA,,,2020-07-01,3.765,0.10114
Ghana,GHA,,,2020-07-02,3.765,0.10114
Ghana,GHA,,,2020-07-03,3.765,0.06443
Ghana,GHA,,,2020-07-04,3.765,0.06443
Ghana,GHA,,,2020-07-05,3.926,0.046
Ghana,GHA,,,2020-07-06,4.152,0.07814
Ghana,GHA,,,2020-07-07,4.152,0.07814
Ghana,GHA,,,2020-07-08,4.152,0.05514
Ghana,GHA,,,2020-07-09,4.152,0.05514
Ghana,GHA,,,2020-07-10,4.345,0.08271
Ghana,GHA,,,2020-07-11,4.345,0.08271
Ghana,GHA,,,2020-07-12,4.473,0.07814
Ghana,GHA,,,2020-07-13,4.473,0.046
Ghana,GHA,,,2020-07-14,4.473,0.046
Ghana,GHA,,,2020-07-15,4.473,0.046
Ghana,GHA,,,2020-07-16,4.473,0.046
Ghana,GHA,,,2020-07-17,4.634,0.04143
Ghana,GHA,,,2020-07-18,4.666,0.046
Ghana,GHA,,,2020-07-19,4.763,0.04143
Ghana,GHA,,,2020-07-20,4.924,0.06443
Ghana,GHA,,,2020-07-21,4.924,0.06443
Ghana,GHA,,,2020-07-22,4.924,0.06443
Ghana,GHA,,,2020-07-23,4.924,0.06443
Ghana,GHA,,,2020-07-24,5.181,0.07814
Ghana,GHA,,,2020-07-25,5.181,0.07357
Ghana,GHA,,,2020-07-26,5.407,0.09186
Ghana,GHA,,,2020-07-27,5.407,0.06886
Ghana,GHA,,,2020-07-28,5.407,0.06886
Ghana,GHA,,,2020-07-29,5.632,0.101
Ghana,GHA,,,2020-07-30,5.632,0.101
Ghana,GHA,,,2020-07-31,5.857,0.09643
Ghana,GHA,,,2020-08-01,5.857,0.09643
Ghana,GHA,,,2020-08-02,5.857,0.06429
Ghana,GHA,,,2020-08-03,6.147,0.10571
Ghana,GHA,,,2020-08-04,6.147,0.10571
Ghana,GHA,,,2020-08-05,6.404,0.11029
Ghana,GHA,,,2020-08-06,6.404,0.11029
Ghana,GHA,,,2020-08-07,6.63,0.11029
Ghana,GHA,,,2020-08-08,6.63,0.11029
Ghana,GHA,,,2020-08-09,6.919,0.15171
Ghana,GHA,,,2020-08-10,6.919,0.11029
Ghana,GHA,,,2020-08-11,6.919,0.11029
Ghana,GHA,,,2020-08-12,7.177,0.11029
Ghana,GHA,,,2020-08-13,7.177,0.11029
Ghana,GHA,,,2020-08-14,7.177,0.07814
Ghana,GHA,,,2020-08-15,7.434,0.11486
Ghana,GHA,,,2020-08-16,7.434,0.07343
Ghana,GHA,,,2020-08-17,7.692,0.11014
Ghana,GHA,,,2020-08-18,7.981,0.15157
Ghana,GHA,,,2020-08-19,8.239,0.15157
Ghana,GHA,,,2020-08-20,8.4,0.17457
Ghana,GHA,,,2020-08-21,8.4,0.17457
Ghana,GHA,,,2020-08-22,8.4,0.13786
Ghana,GHA,,,2020-08-23,8.4,0.13786
Ghana,GHA,,,2020-08-24,8.464,0.11029
Ghana,GHA,,,2020-08-25,8.689,0.101
Ghana,GHA,,,2020-08-26,8.689,0.06429
Ghana,GHA,,,2020-08-27,8.689,0.04129
Ghana,GHA,,,2020-08-28,8.689,0.04129
Ghana,GHA,,,2020-08-29,8.689,0.04129
Ghana,GHA,,,2020-08-30,8.882,0.06886
Ghana,GHA,,,2020-08-31,8.882,0.05971
Ghana,GHA,,,2020-09-01,8.882,0.02757
Ghana,GHA,,,2020-09-02,8.882,0.02757
Ghana,GHA,,,2020-09-03,9.011,0.046
Ghana,GHA,,,2020-09-04,9.108,0.05986
Ghana,GHA,,,2020-09-05,9.108,0.05986
Ghana,GHA,,,2020-09-06,9.108,0.03229
Ghana,GHA,,,2020-09-07,9.108,0.03229
Ghana,GHA,,,2020-09-08,9.108,0.03229
Ghana,GHA,,,2020-09-09,9.108,0.03229
Ghana,GHA,,,2020-09-10,9.108,0.01386
Ghana,GHA,,,2020-09-11,9.172,0.00914
Ghana,GHA,,,2020-09-12,9.204,0.01371
Ghana,GHA,,,2020-09-13,9.204,0.01371
Ghana,GHA,,,2020-09-14,9.462,0.05043
Ghana,GHA,,,2020-09-15,9.462,0.05043
Ghana,GHA,,,2020-09-16,9.462,0.05043
Ghana,GHA,,,2020-09-17,9.462,0.05043
Ghana,GHA,,,2020-09-18,9.494,0.04586
Ghana,GHA,,,2020-09-19,9.558,0.05043
Ghana,GHA,,,2020-09-20,9.558,0.05043
Ghana,GHA,,,2020-09-21,9.558,0.01371
Ghana,GHA,,,2020-09-22,9.558,0.01371
Ghana,GHA,,,2020-09-23,9.623,0.02286
Ghana,GHA,,,2020-09-24,9.623,0.02286
Ghana,GHA,,,2020-09-25,9.623,0.01829
Ghana,GHA,,,2020-09-26,9.623,0.00914
Ghana,GHA,,,2020-09-27,9.623,0.00914
Ghana,GHA,,,2020-09-28,9.623,0.00914
Ghana,GHA,,,2020-09-29,9.687,0.01829
Ghana,GHA,,,2020-09-30,9.687,0.00914
Ghana,GHA,,,2020-10-01,9.687,0.00914
Ghana,GHA,,,2020-10-02,9.687,0.00914
Ghana,GHA,,,2020-10-03,9.751,0.01829
Ghana,GHA,,,2020-10-04,9.751,0.01829
Ghana,GHA,,,2020-10-05,9.751,0.01829
Ghana,GHA,,,2020-10-06,9.751,0.00914
Ghana,GHA,,,2020-10-07,9.751,0.00914
Ghana,GHA,,,2020-10-08,9.848,0.023
Ghana,GHA,,,2020-10-09,9.848,0.023
Ghana,GHA,,,2020-10-10,9.848,0.01386
Ghana,GHA,,,2020-10-11,9.848,0.01386
Ghana,GHA,,,2020-10-12,9.912,0.023
Ghana,GHA,,,2020-10-13,9.977,0.03214
Ghana,GHA,,,2020-10-14,9.977,0.03214
Ghana,GHA,,,2020-10-15,9.977,0.01829
Ghana,GHA,,,2020-10-16,9.977,0.01829
Ghana,GHA,,,2020-10-17,9.977,0.01829
Ghana,GHA,,,2020-10-18,9.977,0.01829
Ghana,GHA,,,2020-10-19,9.977,0.00914
Ghana,GHA,,,2020-10-20,10.041,0.00914
Ghana,GHA,,,2020-10-21,10.041,0.00914
Ghana,GHA,,,2020-10-22,10.041,0.00914
Ghana,GHA,,,2020-10-23,10.105,0.01829
Ghana,GHA,,,2020-10-24,10.17,0.02743
Ghana,GHA,,,2020-10-25,10.17,0.02743
Ghana,GHA,,,2020-10-26,10.17,0.02743
Ghana,GHA,,,2020-10-27,10.17,0.01829
Ghana,GHA,,,2020-10-28,10.17,0.01829
Ghana,GHA,,,2020-10-29,10.298,0.03671
Ghana,GHA,,,2020-10-30,10.298,0.02757
Ghana,GHA,,,2020-10-31,10.298,0.01843
Ghana,GHA,,,2020-11-01,10.298,0.01843
Ghana,GHA,,,2020-11-02,10.298,0.01843
Ghana,GHA,,,2020-11-03,10.298,0.01843
Ghana,GHA,,,2020-11-04,10.298,0.01843
Ghana,GHA,,,2020-11-05,10.298,0
Ghana,GHA,,,2020-11-06,10.298,0
Ghana,GHA,,,2020-11-07,10.298,0
Ghana,GHA,,,2020-11-08,10.298,0
Ghana,GHA,,,2020-11-09,10.298,0
Ghana,GHA,,,2020-11-10,10.298,0
Ghana,GHA,,,2020-11-11,10.298,0
Ghana,GHA,,,2020-11-12,10.298,0
Ghana,GHA,,,2020-11-13,10.298,0
Ghana,GHA,,,2020-11-14,10.298,0
Ghana,GHA,,,2020-11-15,10.363,0.00914
Ghana,GHA,,,2020-11-16,10.395,0.01371
Ghana,GHA,,,2020-11-17,10.395,0.01371
Ghana,GHA,,,2020-11-18,10.395,0.01371
Ghana,GHA,,,2020-11-19,10.395,0.01371
Ghana,GHA,,,2020-11-20,10.395,0.01371
Ghana,GHA,,,2020-11-21,10.395,0.01371
Ghana,GHA,,,2020-11-22,10.395,0.00457
Ghana,GHA,,,2020-11-23,10.395,0
Ghana,GHA,,,2020-11-24,10.395,0
Ghana,GHA,,,2020-11-25,10.395,0
Ghana,GHA,,,2020-11-26,10.395,0
Ghana,GHA,,,2020-11-27,10.395,0
Ghana,GHA,,,2020-11-28,10.395,0
Ghana,GHA,,,2020-11-29,10.395,0
Ghana,GHA,,,2020-11-30,10.395,0
Ghana,GHA,,,2020-12-01,10.395,0
Ghana,GHA,,,2020-12-02,10.395,0
Ghana,GHA,,,2020-12-03,10.395,0
Ghana,GHA,,,2020-12-04,10.459,0.00914
Ghana,GHA,,,2020-12-05,10.459,0.00914
Ghana,GHA,,,2020-12-06,10.459,0.00914
Ghana,GHA,,,2020-12-07,10.459,0.00914
Ghana,GHA,,,2020-12-08,10.491,0.01371
Ghana,GHA,,,2020-12-09,10.491,0.01371
Ghana,GHA,,,2020-12-10,10.491,0.01371
Ghana,GHA,,,2020-12-11,10.491,0.00457
Ghana,GHA,,,2020-12-12,10.524,0.00914
Ghana,GHA,,,2020-12-13,10.524,0.00914
Ghana,GHA,,,2020-12-14,10.524,0.00914
Ghana,GHA,,,2020-12-15,10.524,0.00457
Ghana,GHA,,,2020-12-16,10.524,0.00457
Ghana,GHA,,,2020-12-17,10.652,0.023
Ghana,GHA,,,2020-12-18,10.652,0.023
Ghana,GHA,,,2020-12-19,10.652,0.01843
Ghana,GHA,,,2020-12-20,10.652,0.01843
Ghana,GHA,,,2020-12-21,10.717,0.02757
Ghana,GHA,,,2020-12-22,10.717,0.02757
Ghana,GHA,,,2020-12-23,10.717,0.02757
Ghana,GHA,,,2020-12-24,10.717,0.00914
Ghana,GHA,,,2020-12-25,10.717,0.00914
Ghana,GHA,,,2020-12-26,10.717,0.00914
Ghana,GHA,,,2020-12-27,10.717,0.00914
Ghana,GHA,,,2020-12-28,10.717,0
Ghana,GHA,,,2020-12-29,10.781,0.00914
Ghana,GHA,,,2020-12-30,10.781,0.00914
Ghana,GHA,,,2020-12-31,10.781,0.00914
Ghana,GHA,,,2021-01-01,10.781,0.00914
Ghana,GHA,,,2021-01-02,10.781,0.00914
Ghana,GHA,,,2021-01-03,10.781,0.00914
Ghana,GHA,,,2021-01-04,10.781,0.00914
Ghana,GHA,,,2021-01-05,10.781,0
Ghana,GHA,,,2021-01-06,10.781,0
Ghana,GHA,,,2021-01-07,10.813,0.00457
Ghana,GHA,,,2021-01-08,10.813,0.00457
Ghana,GHA,,,2021-01-09,10.813,0.00457
Ghana,GHA,,,2021-01-10,10.813,0.00457
Ghana,GHA,,,2021-01-11,10.878,0.01371
Ghana,GHA,,,2021-01-12,10.878,0.01371
Ghana,GHA,,,2021-01-13,10.974,0.02757
Ghana,GHA,,,2021-01-14,10.974,0.023
Ghana,GHA,,,2021-01-15,10.974,0.023
Ghana,GHA,,,2021-01-16,10.974,0.023
Ghana,GHA,,,2021-01-17,11.135,0.046
Ghana,GHA,,,2021-01-18,11.328,0.06443
Ghana,GHA,,,2021-01-19,11.521,0.092
Gibraltar,GIB,2015,Europe,,,
Greece,GRC,2015,Europe,,,
Greece,GRC,,,2020-03-11,0.096,
Greece,GRC,,,2020-03-12,0.096,
Greece,GRC,,,2020-03-13,0.096,0.032
Greece,GRC,,,2020-03-14,0.288,0.072
Greece,GRC,,,2020-03-15,0.384,0.0768
Greece,GRC,,,2020-03-16,0.384,0.064
Greece,GRC,,,2020-03-17,0.48,0.06857
Greece,GRC,,,2020-03-18,0.48,0.05486
Greece,GRC,,,2020-03-19,0.576,0.06857
Greece,GRC,,,2020-03-20,0.576,0.06857
Greece,GRC,,,2020-03-21,1.247,0.13714
Greece,GRC,,,2020-03-22,1.439,0.15086
Greece,GRC,,,2020-03-23,1.631,0.17829
Greece,GRC,,,2020-03-24,1.919,0.20571
Greece,GRC,,,2020-03-25,2.111,0.23314
Greece,GRC,,,2020-03-26,2.494,0.27429
Greece,GRC,,,2020-03-27,2.686,0.30171
Greece,GRC,,,2020-03-28,3.07,0.26057
Greece,GRC,,,2020-03-29,3.646,0.31543
Greece,GRC,,,2020-03-30,4.125,0.35657
Greece,GRC,,,2020-03-31,4.701,0.39771
Greece,GRC,,,2020-04-01,4.797,0.384
Greece,GRC,,,2020-04-02,5.085,0.37029
Greece,GRC,,,2020-04-03,6.044,0.47986
Greece,GRC,,,2020-04-04,6.524,0.49357
Greece,GRC,,,2020-04-05,7.004,0.47986
Greece,GRC,,,2020-04-06,7.579,0.49357
Greece,GRC,,,2020-04-07,7.771,0.43871
Greece,GRC,,,2020-04-08,7.963,0.45243
Greece,GRC,,,2020-04-09,8.347,0.46614
Greece,GRC,,,2020-04-10,8.827,0.39771
Greece,GRC,,,2020-04-11,8.923,0.34286
Greece,GRC,,,2020-04-12,9.402,0.34286
Greece,GRC,,,2020-04-13,9.498,0.27429
Greece,GRC,,,2020-04-14,9.69,0.27429
Greece,GRC,,,2020-04-15,9.786,0.26057
Greece,GRC,,,2020-04-16,10.074,0.24686
Greece,GRC,,,2020-04-17,10.362,0.21943
Greece,GRC,,,2020-04-18,10.554,0.23314
Greece,GRC,,,2020-04-19,10.841,0.20571
Greece,GRC,,,2020-04-20,11.129,0.23314
Greece,GRC,,,2020-04-21,11.609,0.27429
Greece,GRC,,,2020-04-22,11.609,0.26057
Greece,GRC,,,2020-04-23,11.993,0.27429
Greece,GRC,,,2020-04-24,12.472,0.30171
Greece,GRC,,,2020-04-25,12.472,0.27429
Greece,GRC,,,2020-04-26,12.856,0.288
Greece,GRC,,,2020-04-27,13.048,0.27429
Greece,GRC,,,2020-04-28,13.24,0.23314
Greece,GRC,,,2020-04-29,13.336,0.24686
Greece,GRC,,,2020-04-30,13.432,0.20571
Greece,GRC,,,2020-05-01,13.432,0.13714
Greece,GRC,,,2020-05-02,13.72,0.17829
Greece,GRC,,,2020-05-03,13.816,0.13714
Greece,GRC,,,2020-05-04,14.007,0.13714
Greece,GRC,,,2020-05-05,14.007,0.10971
Greece,GRC,,,2020-05-06,14.103,0.10971
Greece,GRC,,,2020-05-07,14.199,0.10971
Greece,GRC,,,2020-05-08,14.391,0.13714
Greece,GRC,,,2020-05-09,14.487,0.10971
Greece,GRC,,,2020-05-10,14.487,0.096
Greece,GRC,,,2020-05-11,14.487,0.06857
Greece,GRC,,,2020-05-12,14.583,0.08229
Greece,GRC,,,2020-05-13,14.871,0.10971
Greece,GRC,,,2020-05-14,14.967,0.10971
Greece,GRC,,,2020-05-15,15.351,0.13714
Greece,GRC,,,2020-05-16,15.542,0.15086
Greece,GRC,,,2020-05-17,15.638,0.16457
Greece,GRC,,,2020-05-18,15.83,0.192
Greece,GRC,,,2020-05-19,15.83,0.17829
Greece,GRC,,,2020-05-20,15.926,0.15086
Greece,GRC,,,2020-05-21,16.118,0.16457
Greece,GRC,,,2020-05-22,16.214,0.12343
Greece,GRC,,,2020-05-23,16.406,0.12343
Greece,GRC,,,2020-05-24,16.406,0.10971
Greece,GRC,,,2020-05-25,16.502,0.096
